Consent,GBeliefs_1,GBeliefs_2,GBeliefs_3,Global_1,Global_2,Global_3,Global_4,Global_5,Gutt1,Gutt2,Gutt3,Gutt4,Gutt5,Attain_1,Attain_10,Attain_11,Attain_12,Attain_13,Attain_2,Attain_3,Attain_4,Attain_5,Attain_6,Attain_7,Attain_8,Attain_9,CostX_1,CostX_2,CostX_3,CostX_4,CostX_5,CostX_6,CostX_7,CostX_8,CostX_9,CostX_10,CostX_11,CostX_12,CostX_13,DifficultyX_1,DifficultyX_2,DifficultyX_3,DifficultyX_4,DifficultyX_5,DifficultyX_6,DifficultyX_7,DifficultyX_8,DifficultyX_9,GoalX_1,GoalX_2,GoalX_3,GoalX_4,GoalX_5,GoalX_6,GoalX_7,GoalX_8,GoalX_9,GoalX_10,GoalX_11,GoalX_12,GoalX_13,Expectancy_1,Expectancy_2,Expectancy_3,Expectancy_4,Expectancy_5,Expectancy_6,IntEnj_1,IntEnj_2,IntEnj_3,IntEnj_4,IntEnj_5,IntEnj_6,IntEnj_7,IntEnj_8,IntEnj_9,Utility_1,Utility_10,Utility_11,Utility_2,Utility_3,Utility_4,Utility_5,Utility_6,Utility_7,Utility_8,Utility_9,AcadSCX_1,AcadSCX_2,AcadSCX_3,AcadSCX_4,AcadSCX_5,AcadSCX_6,AcadSCX_7,AcadSCX_8,AcadSCX_9,AcadSCX_10,AcadSCX_11,AcadSCX_12,AcadSCX_13,AcadSCX_14,Gender,Gender_TEXT,Age,Hispanic_Latino_Spanish,Race_Origin,Race_Origin_TEXT,Language,Language_TEXT,Student,Student_TEXT,Taking_Class,Taking_Class_TEXT,STAT_Successful?,Successful_Where,No?,No?_TEXT,First_Gen?,Grade_Course,College_GPA?,College_GPA,College_GPA_Max,HS_GPA,HS_GPA_Max,Major1_1,Major1.1,Major2_1,Major2.1,Minor1_1,Minor1.1,Minor2_1,Minor2.1,RandomID
Yes: I agree to participate AND am 18 years or older,Somewhat Agree,Somewhat Agree,Disagree,Well,Good,Very Little,Fairly Confident,Fairly Unlikely,"Employers would like it if I knew statistics, but it is not required.",Only some people in my desired career field use statistics.,I do not see how using statistics will help me make informed choices.,I usually understand why studying statistics is useful.,I will rarely use statistics in the future.,5,5,6,5,4,5,4,4,5,5,5,5,5,5,5,6,6,3,7,4,5,7,4,5,5,3,5,4,5,5,3,6,6,6,5,3,3,2,5,5,3,5,3,7,4,3,3,5,5,2,6,4,3,4,5,6,4,5,4,6,5,4,6,3,5,6,5,4,5,5,5,4,6,6,5,5,7,6,5,6,6,6,7,5,6,7,5,7,Woman,,22,"No, I am not of Hispanic, Latino, or Spanish origin.","White: German, Irish, Lebanese, Egyptian, etc.,Some other race or origin: Provide race(s) or origin(s) below.",Armenian,English,,Other:,Third year transfer,"It is an elective for my major.,If fulfills a general education requirement.,It is not part of my major or minor or general education program, but it gives me additional credits needed to graduate.",,Yes,1 other college-level statistics course.,,,No,A or B (not sure which one),Yes,3.2050000000000001,4,,,Other (Please Specify),Marine Science,None - I do not have a second major.,,Biology,,None - I do not have a minor.,,e19bd7d5a4
Yes: I agree to participate AND am 18 years or older,Somewhat Agree,Neither Agree Nor Disagree,Strongly Disagree,Above Average,Above Average,Grater Than Average,Fairly Confident,Fairly Unlikely,Employers expect that I know statistics.,Almost everyone in my desired career field uses statistics.,I might want to use statistics to help me make informed choices.,I sometimes see why studying statistics can be useful.,I will often use statistics in the future.,7,7,7,5,5,5,7,4,7,7,7,7,4,7,2,5,7,3,7,3,6,6,5,6,5,4,7,6,5,5,7,6,5,4,5,7,4,4,7,6,5,6,7,7,4,4,7,6,4,4,5,5,2,7,2,4,4,4,4,4,4,4,4,7,5,4,7,5,7,4,6,4,5,4,6,6,7,7,6,7,3,7,7,7,3,7,7,5,Man,,21,"Yes, I am of Hispanic, Latino, or Spanish origin.","Hispanic, Latino or Spanish origin: Mexican, Mexican American, Puerto Rican, Cuban, Argentinean, Dominican, Salvadoran, Spaniard, etc.",,"English,Spanish",,Senior (Fourth Year),,"It is required by my major.,It is required by my minor.",,No,,I have never taken a statistics course.,,Yes,B,Yes,3.33,4,,,Other (Please Specify),Marine Science,,,Biology,,,,5e3c4f1982
Yes: I agree to participate AND am 18 years or older,Strongly Agree,Strongly Agree,Strongly Disagree,Below Average,Below Average,Great Deal,Very Little Confidence,Unlikely,Employers require that I have excellent knowledge of statistics.,Everyone in my desired career field uses statistics.,I plan to use statistics to make informed choices.,I usually understand why studying statistics is useful.,I will occasionally use statistics in the future.,6,7,5,5,5,5,2,3,7,5,7,7,4,3,1,5,5,2,5,1,5,5,5,6,5,3,7,5,7,5,6,7,6,7,7,4,2,2,7,5,3,5,2,4,3,5,3,7,5,5,5,5,5,7,1,5,3,3,1,1,7,7,3,7,7,7,7,5,7,4,7,7,7,7,1,2,1,2,1,3,2,1,5,2,5,5,3,3,Woman,,21,I prefer not to answer.,"White: German, Irish, Lebanese, Egyptian, etc.",,English,,Senior (Fourth Year),,It is required by my major.,,No,,"I started a statistics course in college, but did not successfully complete the course.",,No,C,Yes,2.9,4,,,Biology,,"Foreign Languages, Literatures, and Linguistics",,"Foreign Languages, Literatures, and Linguistics",,"Agricultural, Animal, Plant, and Veterinary Science",,e5273c22c7
Yes: I agree to participate AND am 18 years or older,Somewhat Disagree,Strongly Agree,Strongly Disagree,Average,Below Average,Less Than Average,Fairly Confident,Fairly Unlikely,"Employers would like it if I knew statistics, but it is not required.",Only some people in my desired career field use statistics.,I do not see how using statistics will help me make informed choices.,I am beginning to see why I should study statistics.,I will rarely use statistics in the future.,7,7,6,6,6,6,5,5,6,6,6,6,6,4,3,5,6,2,6,4,6,6,4,4,3,5,6,5,7,6,2,6,7,5,7,2,2,6,7,2,3,3,4,4,6,6,5,6,5,4,6,5,4,6,2,6,2,4,2,2,6,6,5,4,5,4,6,6,2,3,6,6,6,6,2,4,3,6,5,5,5,6,3,4,5,6,5,1,Woman,,20,"Yes, I am of Hispanic, Latino, or Spanish origin.","Hispanic, Latino or Spanish origin: Mexican, Mexican American, Puerto Rican, Cuban, Argentinean, Dominican, Salvadoran, Spaniard, etc.,Asian: Asian Indian, Chinese, Filipino, Japanese, Korean, Vietnamese, Hmong, Laotian, Thai, Pakistani, Cambodian, etc.",,"English,Spanish",,Junior (Third Year),,It is required by my major.,,Yes,High School AP Statistics,,,Yes,C,Yes,3.25,4,,,Biology,,,,,,,,b283c14e63
Yes: I agree to participate AND am 18 years or older,Somewhat Agree,Somewhat Agree,Disagree,Well,Above Average,Average,Some Confidence,Unlikely,"Employers would like it if I knew statistics, but it is not required.",Only some people in my desired career field use statistics.,I already do use statistics to make informed choices.,I sometimes see why studying statistics can be useful.,I will occasionally use statistics in the future.,6,6,2,5,3,2,2,6,5,3,5,6,2,6,1,4,1,5,4,2,2,3,6,3,4,1,6,2,7,5,3,7,6,7,6,2,2,1,6,3,2,3,3,2,5,5,2,2,5,3,5,5,5,6,1,3,1,3,1,1,2,2,2,2,5,7,4,3,6,3,6,5,5,2,4,5,7,7,6,2,3,4,2,7,6,6,2,2,Man,,20,"No, I am not of Hispanic, Latino, or Spanish origin.","White: German, Irish, Lebanese, Egyptian, etc.",,English,,Junior (Third Year),,It is required by my major.,,No,,I have never taken a statistics course.,,No,C,Yes,3.17,4,,,"Agricultural, Animal, Plant, and Veterinary Science",,None - I do not have a second major.,,None - I do not have a minor.,,None - I do not have a minor.,,ef70611a56
Yes: I agree to participate AND am 18 years or older,Disagree,Strongly Agree,Somewhat Agree,Poorly,Very Poor,Great Deal,Little Confidence,Likely,Employers expect that I know statistics.,Everyone in my desired career field uses statistics.,I want to use statistics to help me make informed choices.,I usually understand why studying statistics is useful.,I will often use statistics in the future.,7,7,5,1,1,7,7,1,2,1,1,7,7,5,6,7,6,7,5,7,6,7,5,6,7,5,7,5,7,7,7,7,7,7,7,7,7,7,7,7,7,5,7,6,7,7,7,7,1,5,6,4,2,5,1,5,3,1,1,3,6,7,5,7,6,7,7,7,7,7,7,7,7,7,3,3,3,3,3,5,3,6,5,6,6,6,5,5,Woman,,21,"No, I am not of Hispanic, Latino, or Spanish origin.","White: German, Irish, Lebanese, Egyptian, etc.,Asian: Asian Indian, Chinese, Filipino, Japanese, Korean, Vietnamese, Hmong, Laotian, Thai, Pakistani, Cambodian, etc.",,English,,Junior (Third Year),,It is required by my major.,,No,,"I started a statistics course in college, but did not successfully complete the course.",,No,A or B (not sure which one),Yes,3.6,4,,,Environmental Science and Natural Resource Studies,,,,,,,,3908811825
Yes: I agree to participate AND am 18 years or older,Strongly Disagree,Strongly Agree,Disagree,Average,Below Average,Great Deal,Some Confidence,Not At All Likely,Employers expect that I know statistics.,Everyone in my desired career field uses statistics.,I want to use statistics to help me make informed choices.,I usually understand why studying statistics is useful.,I will often use statistics in the future.,7,7,7,7,7,7,7,1,7,7,7,7,6,4,3,6,5,4,7,4,4,7,4,5,5,6,7,5,7,7,7,7,6,7,7,6,1,1,7,6,7,7,7,6,6,4,7,7,5,4,5,4,3,6,2,6,5,5,4,4,6,5,5,6,6,7,7,7,6,7,7,7,6,5,2,4,7,5,5,7,7,6,7,4,1,1,7,1,Woman,,20,"No, I am not of Hispanic, Latino, or Spanish origin.","White: German, Irish, Lebanese, Egyptian, etc.",,English,,Junior (Third Year),,It is required by my major.,,No,,Other:,Started taking statistics online when the pandemic started but I had to drop out because of how much work there was and I was looking at my computer for too long giving me migraines.,No,C,Yes,3.5,4,,,Biology,,None - I do not have a second major.,,None - I do not have a minor.,,None - I do not have a minor.,,4431ade326
Yes: I agree to participate AND am 18 years or older,Neither Agree Nor Disagree,Strongly Agree,Disagree,Average,Average,Average,Fairly Confident,Fairly Likely,"Employers would like it if I knew statistics, but it is not required.",Most people in my desired career field use statistics.,I might want to use statistics to help me make informed choices.,It is absolutely clear to me why studying statistics is useful.,I will occasionally use statistics in the future.,5,4,5,5,5,4,3,5,4,6,5,5,5,4,6,6,5,6,5,5,6,6,2,5,4,5,5,4,4,4,5,4,4,4,5,1,2,2,7,2,1,5,2,4,4,2,2,2,5,5,5,5,5,5,5,5,6,5,4,5,5,6,6,6,5,7,5,6,6,6,7,5,5,5,4,4,5,4,3,5,4,2,3,5,4,6,4,5,Man,,22,"No, I am not of Hispanic, Latino, or Spanish origin.","Asian: Asian Indian, Chinese, Filipino, Japanese, Korean, Vietnamese, Hmong, Laotian, Thai, Pakistani, Cambodian, etc.",,English,,Senior (Fourth Year),,It is required by my major.,,Yes,1 other college-level statistics course.,,,No,B,Yes,3.0819999999999999,4,,,Environmental Science and Natural Resource Studies,,None - I do not have a second major.,,None - I do not have a minor.,,None - I do not have a minor.,,88c3ba945c
Yes: I agree to participate AND am 18 years or older,Disagree,Strongly Agree,Disagree,Well,Above Average,Average,Fairly Confident,Fairly Likely,Employers expect that I know statistics.,Almost everyone in my desired career field uses statistics.,I already do use statistics to make informed choices.,It is absolutely clear to me why studying statistics is useful.,I will often use statistics in the future.,5,4,4,4,6,4,2,5,4,5,4,3,4,5,5,5,5,5,4,6,5,5,5,5,4,5,5,4,4,4,5,6,4,4,4,4,4,3,5,4,4,3,5,4,4,3,3,3,5,5,5,5,6,6,4,4,4,6,4,5,4,5,5,4,6,5,5,6,6,6,6,6,6,6,4,5,6,4,5,5,7,7,6,6,6,6,7,6,Woman,,19,"No, I am not of Hispanic, Latino, or Spanish origin.","White: German, Irish, Lebanese, Egyptian, etc.",,English,,Sophomore (Second Year),,It is required by my major.,,Yes,High School AP Statistics,,,No,A,Yes,3.91,4,,,Other (Please Specify),Marine Science,,,None - I do not have a minor.,,None - I do not have a minor.,,6ac28ac783
Yes: I agree to participate AND am 18 years or older,Somewhat Disagree,Somewhat Agree,Disagree,Below Average,Average,Grater Than Average,Some Confidence,Unlikely,Employers expect that I know statistics.,Almost everyone in my desired career field uses statistics.,I might want to use statistics to help me make informed choices.,I am beginning to see why I should study statistics.,I will often use statistics in the future.,3,3,5,1,6,6,3,4,6,3,4,4,5,6,4,3,5,5,5,6,2,4,5,1,2,3,6,1,5,7,4,3,7,4,7,4,3,2,5,4,5,2,3,4,6,3,5,2,6,6,5,5,5,7,3,5,6,4,7,6,4,6,3,5,4,5,3,7,3,3,6,4,5,4,6,3,4,3,4,3,3,4,3,6,2,6,6,4,Man,,25,"Yes, I am of Hispanic, Latino, or Spanish origin.","Hispanic, Latino or Spanish origin: Mexican, Mexican American, Puerto Rican, Cuban, Argentinean, Dominican, Salvadoran, Spaniard, etc.",,"English,Spanish",,Junior (Third Year),,It is required by my major.,,Yes,1 other college-level statistics course.,,,No,B,Yes,2.86,4,,,Environmental Science and Natural Resource Studies,,None - I do not have a second major.,,None - I do not have a minor.,,None - I do not have a minor.,,e5eb92402f
Yes: I agree to participate AND am 18 years or older,Disagree,Neither Agree Nor Disagree,Disagree,Average,Above Average,Grater Than Average,Some Confidence,Average,"Employers would like it if I knew statistics, but it is not required.",Most people in my desired career field use statistics.,I already do use statistics to make informed choices.,I usually understand why studying statistics is useful.,I will often use statistics in the future.,7,7,7,4,4,5,5,3,7,6,7,4,7,3,5,7,7,6,7,7,7,7,4,6,4,7,7,5,2,7,4,7,3,5,5,4,1,1,7,4,4,7,2,4,7,4,7,5,5,7,6,6,4,7,3,7,6,4,4,7,7,7,5,6,6,7,7,7,7,7,7,7,7,4,1,5,2,3,3,7,7,4,7,7,7,7,7,1,Woman,,20,"Yes, I am of Hispanic, Latino, or Spanish origin.","White: German, Irish, Lebanese, Egyptian, etc.,Hispanic, Latino or Spanish origin: Mexican, Mexican American, Puerto Rican, Cuban, Argentinean, Dominican, Salvadoran, Spaniard, etc.",,English,,Junior (Third Year),,It is required by my major.,,No,,I have never taken a statistics course.,,Yes,C,Yes,3.1880000000000002,4,,,Biology,,,,,,,,982bb24c06
Yes: I agree to participate AND am 18 years or older,Somewhat Agree,Somewhat Agree,Somewhat Disagree,Above Average,Good,Average,Confident,Average,"Employers would like it if I knew statistics, but it is not required.",Almost everyone in my desired career field uses statistics.,I might want to use statistics to help me make informed choices.,I usually understand why studying statistics is useful.,I will occasionally use statistics in the future.,5,4,5,4,5,6,4,4,7,5,6,5,5,5,3,6,6,5,6,3,4,6,4,4,4,6,7,5,4,2,2,6,3,5,5,3,5,2,5,6,5,4,5,6,5,5,6,4,4,4,5,4,5,5,6,4,5,4,4,6,5,3,5,3,6,6,5,5,6,4,5,2,6,6,3,6,7,5,6,6,6,6,7,7,5,6,6,5,Woman,,22,"No, I am not of Hispanic, Latino, or Spanish origin.","White: German, Irish, Lebanese, Egyptian, etc.,Some other race or origin: Provide race(s) or origin(s) below.",Armenian,English,,Junior (Third Year),,"It is an elective for my major.,If fulfills a general education requirement.",,Yes,1 other college-level statistics course.,,,No,B,Yes,3.2050000000000001,4,,,Other (Please Specify),Marine Science,,,Biology,,,,9c42c0c336
Yes: I agree to participate AND am 18 years or older,Somewhat Disagree,Neither Agree Nor Disagree,Disagree,Well,Good,Average,Some Confidence,Fairly Unlikely,"Employers would like it if I knew statistics, but it is not required.",Most people in my desired career field use statistics.,I might want to use statistics to help me make informed choices.,I usually understand why studying statistics is useful.,I will occasionally use statistics in the future.,5,4,4,4,4,5,3,4,6,5,4,4,4,4,5,5,4,4,5,5,5,6,4,5,5,5,6,5,6,5,4,6,5,5,6,3,4,2,5,4,4,6,3,5,5,4,4,3,6,5,5,6,5,6,3,5,5,4,4,4,5,6,5,5,4,6,5,5,6,5,6,4,5,4,4,5,6,6,6,6,6,5,6,5,6,6,5,4,Woman,,20,"No, I am not of Hispanic, Latino, or Spanish origin.","White: German, Irish, Lebanese, Egyptian, etc.",,English,,Junior (Third Year),,It is required by my major.,,No,,I have never taken a statistics course.,,Yes,B,Yes,3.5,4,,,Other (Please Specify),Marine Science,,,,,,,4871f3ba2b
Yes: I agree to participate AND am 18 years or older,Somewhat Disagree,Disagree,Disagree,Average,Average,Less Than Average,Not At All Confident,Not At All Likely,Employers care a little bit if I know statistics.,Only some people in my desired career field use statistics.,I might want to use statistics to help me make informed choices.,I am beginning to see why I should study statistics.,I will rarely use statistics in the future.,3,7,6,2,6,6,6,1,2,5,5,6,2,2,2,2,3,3,4,2,2,4,2,2,4,3,7,3,5,6,3,7,5,6,7,2,2,1,3,2,1,2,2,2,6,5,2,2,5,7,6,6,1,2,2,2,4,3,2,2,2,3,3,2,2,3,2,2,2,4,6,2,2,5,2,5,7,6,3,6,5,3,6,6,4,2,7,3,Woman,,23,"Yes, I am of Hispanic, Latino, or Spanish origin.","Hispanic, Latino or Spanish origin: Mexican, Mexican American, Puerto Rican, Cuban, Argentinean, Dominican, Salvadoran, Spaniard, etc.",,"English,Spanish",,Senior (Fourth Year),,It is required by my major.,,No,,I have never taken a statistics course.,,Yes,C,Yes,3.73,3.73,,,Biology,,None - I do not have a second major.,,None - I do not have a minor.,,None - I do not have a minor.,,4709c3f883
Yes: I agree to participate AND am 18 years or older,Disagree,Agree,Neither Agree Nor Disagree,Well,Good,Average,Fairly Confident,Fairly Unlikely,Employers expect that I know statistics.,Most people in my desired career field use statistics.,I plan to use statistics to make informed choices.,I usually understand why studying statistics is useful.,I will occasionally use statistics in the future.,6,4,5,5,5,3,3,3,5,6,5,5,4,3,3,5,3,4,4,6,6,5,3,6,5,5,4,3,5,3,5,5,2,3,3,2,3,2,6,5,2,6,4,5,5,5,4,5,6,5,6,5,5,5,5,3,3,5,2,5,3,6,3,6,5,6,5,6,5,6,6,2,5,3,5,3,6,3,2,3,5,3,2,5,5,3,3,2,Woman,,20,"No, I am not of Hispanic, Latino, or Spanish origin.","White: German, Irish, Lebanese, Egyptian, etc.",,English,,Junior (Third Year),,It is required by my major.,,Yes,High School AP Statistics,,,No,A or B (not sure which one),Yes,3.3,4,,,Other (Please Specify),Marine Science,,,,,,,6beccd2d4a
Yes: I agree to participate AND am 18 years or older,Neither Agree Nor Disagree,Neither Agree Nor Disagree,Neither Agree Nor Disagree,Average,Average,Less Than Average,Some Confidence,Not At All Likely,"Employers would like it if I knew statistics, but it is not required.",Only some people in my desired career field use statistics.,I do not see how using statistics will help me make informed choices.,I sometimes see why studying statistics can be useful.,I will occasionally use statistics in the future.,1,1,4,1,2,1,1,2,2,1,1,1,4,2,2,4,4,4,4,2,4,4,2,4,1,4,4,4,5,4,4,4,4,4,4,1,1,1,7,1,1,4,1,4,1,1,1,1,4,4,4,5,4,4,4,4,4,4,3,4,4,5,4,4,1,4,4,4,4,4,4,1,2,1,4,4,7,5,5,6,5,1,7,7,7,7,7,7,Woman,,20,I prefer not to answer.,Prefer not to answer,,English,,Junior (Third Year),,It is required by my major.,,No,,I have never taken a statistics course.,,No,C,Yes,3.4,4,,,Other (Please Specify),Marine Science,None - I do not have a second major.,,None - I do not have a minor.,,None - I do not have a minor.,,464cc28ec3
Yes: I agree to participate AND am 18 years or older,Somewhat Disagree,Agree,Disagree,Above Average,Above Average,Very Little,Some Confidence,Not At All Likely,Employers care a little bit if I know statistics.,Only some people in my desired career field use statistics.,I might want to use statistics to help me make informed choices.,I sometimes see why studying statistics can be useful.,I will rarely use statistics in the future.,4,6,5,5,4,2,4,3,4,4,4,6,2,2,2,2,2,3,2,2,2,2,4,2,5,2,5,6,6,3,6,7,6,6,6,2,2,2,3,5,4,4,4,5,2,2,2,4,5,5,5,5,4,6,2,2,2,6,2,6,2,2,2,2,2,6,2,2,5,2,3,2,5,5,6,3,7,7,7,7,7,7,7,4,6,6,6,3,Woman,,22,"No, I am not of Hispanic, Latino, or Spanish origin.","White: German, Irish, Lebanese, Egyptian, etc.",,English,,Fifth or more years in college,,"It is required by my major.,If fulfills a general education requirement.",,Yes,More than 1 other college-level statistics course,,,No,B,Yes,3.5,4,,,Biology,,None - I do not have a second major.,,None - I do not have a minor.,,None - I do not have a minor.,,436a188e72
Yes: I agree to participate AND am 18 years or older,Neither Agree Nor Disagree,Somewhat Agree,Somewhat Disagree,Average,Average,Grater Than Average,Little Confidence,Average,Employers expect that I know statistics.,Most people in my desired career field use statistics.,I already do use statistics to make informed choices.,It is absolutely clear to me why studying statistics is useful.,I will often use statistics in the future.,7,5,4,3,4,5,5,1,4,4,4,5,5,5,3,5,4,5,4,3,4,5,4,4,5,4,6,4,5,4,4,6,4,5,5,4,5,5,5,4,4,5,5,3,5,4,5,5,5,5,4,4,4,5,3,5,3,3,2,3,4,5,3,6,5,6,6,7,5,5,7,5,5,4,3,3,6,4,3,5,5,4,4,5,3,5,5,3,Man,,20,"No, I am not of Hispanic, Latino, or Spanish origin.","White: German, Irish, Lebanese, Egyptian, etc.",,English,,Junior (Third Year),,"It is required by my major.,If fulfills a general education requirement.",,No,,I have never taken a statistics course.,,No,B,Yes,3.734,4,,,Other (Please Specify),Marine Science,None - I do not have a second major.,,None - I do not have a minor.,,None - I do not have a minor.,,67ee8a1e28
Yes: I agree to participate AND am 18 years or older,Somewhat Agree,Neither Agree Nor Disagree,Neither Agree Nor Disagree,Poorly,Poor,Average,Little Confidence,Not At All Likely,"Employers would like it if I knew statistics, but it is not required.",Only some people in my desired career field use statistics.,I might want to use statistics to help me make informed choices.,I sometimes see why studying statistics can be useful.,I will rarely use statistics in the future.,7,7,2,5,6,5,6,1,6,5,3,7,4,3,3,4,3,1,4,3,4,5,4,4,3,4,7,7,7,7,3,6,7,7,7,2,4,2,4,3,1,5,4,5,7,6,5,5,2,4,4,5,4,4,1,4,3,4,2,1,3,4,2,4,4,5,5,5,5,4,6,4,4,4,3,5,6,5,5,6,6,4,6,6,4,6,6,5,Woman,,20,"No, I am not of Hispanic, Latino, or Spanish origin.","White: German, Irish, Lebanese, Egyptian, etc.",,English,,Junior (Third Year),,It is required by my major.,,No,,I have never taken a statistics course.,,Yes,C,Yes,3,4,,,Other (Please Specify),Marine Science,,,None - I do not have a minor.,,None - I do not have a minor.,,4b951e4843
Yes: I agree to participate AND am 18 years or older,Disagree,Strongly Agree,Disagree,Above Average,Above Average,Grater Than Average,Confident,Fairly Likely,Employers expect that I know statistics.,Most people in my desired career field use statistics.,I plan to use statistics to make informed choices.,It is absolutely clear to me why studying statistics is useful.,I will often use statistics in the future.,7,7,6,6,6,6,5,3,5,6,6,5,5,3,4,5,6,5,7,6,5,5,3,6,6,5,6,6,6,5,5,6,3,6,6,5,5,5,5,6,6,7,5,7,3,3,6,6,6,6,6,6,5,6,2,5,4,7,5,6,6,6,5,6,7,5,6,7,7,6,6,7,6,6,3,5,3,5,3,5,5,3,5,5,6,3,5,2,Man,,21,"Yes, I am of Hispanic, Latino, or Spanish origin.","Hispanic, Latino or Spanish origin: Mexican, Mexican American, Puerto Rican, Cuban, Argentinean, Dominican, Salvadoran, Spaniard, etc.",,English,,Senior (Fourth Year),,It is required by my major.,,Yes,"High School AP Statistics,1 other college-level statistics course.",,,No,C,Yes,3.28,4,,,Environmental Science and Natural Resource Studies,,None - I do not have a second major.,,None - I do not have a minor.,,None - I do not have a minor.,,045a76fbca
